id_eje,ejecutora_nombre,year,ind_eje,propim,proinv,pim,devengado,certificado,compromiso_anual,inverre,pim_total,invtot
MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO,MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO,2023,.29555309,.86350691,.83720928,100133058,29594635.79000001,29594636.16000001,29594636.15000001,36,115960923,43
MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO,MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO,2024,.44957608,.85532242,.95161289,85030279,38227580.07,51524773.98,38526937.06999999,59,99413128,62
MUNICIPALIDAD DISTRITAL DE VILLA RICA,MUNICIPALIDAD DISTRITAL DE VILLA RICA,2022,.46342951,.36046395,.7352941,3154091,1461698.87,2169063.64,2119178.5,25,8750087,34
MUNICIPALIDAD DISTRITAL DE VILLA RICA,MUNICIPALIDAD DISTRITAL DE VILLA RICA,2023,.98096567,.71689177,.89999998,5513186,5408246.37,5443334.37,5408246.37,18,7690402,20
MUNICIPALIDAD DISTRITAL DE VILLA RICA,MUNICIPALIDAD DISTRITAL DE VILLA RICA,2024,.93204689,.31418991,.5714286,2818592,2627059.92,2711606.64,2671959.92,16,8970982,28
MUNICIPALIDAD DISTRITAL DE VILLA VIRGEN,MUNICIPALIDAD DISTRITAL DE VILLA VIRGEN,2022,.58476514,.85587454,.88372093,31113679,18194194.06,28321669.79,20484534.17,38,36353085,43
MUNICIPALIDAD DISTRITAL DE VILLA VIRGEN,MUNICIPALIDAD DISTRITAL DE VILLA VIRGEN,2023,.80171645,.86359268,.8974359,36181584,29007369.91,30733291.76,29821924.39,35,41896584,39
MUNICIPALIDAD DISTRITAL DE VILLA VIRGEN,MUNICIPALIDAD DISTRITAL DE VILLA VIRGEN,2024,.60151303,.93858838,.87804878,29249794,17594131.76,28377535.85,18389414.8,36,31163602,41
MUNICIPALIDAD DISTRITAL DE VILQUE,MUNICIPALIDAD DISTRITAL DE VILQUE,2022,.7413311,.2430661,.78260869,969272,718551.5,807990.7,785651.5,18,3987689,23
MUNICIPALIDAD DISTRITAL DE VILQUE,MUNICIPALIDAD DISTRITAL DE VILQUE,2023,.65561694,.066975333,.4375,549273,360112.67,363112.67,363112.67,7,8201124,16
MUNICIPALIDAD DISTRITAL DE VILQUE,MUNICIPALIDAD DISTRITAL DE VILQUE,2024,.70381784,.24969792,.625,915673,644467,720366.45,644467,10,3667123,16
MUNICIPALIDAD DISTRITAL DE VILQUE CHICO,MUNICIPALIDAD DISTRITAL DE VILQUE CHICO,2022,.93687063,.84740663,.89999998,4189148,3924689.78,4035947.34,3941141.25,18,4943492,20
MUNICIPALIDAD DISTRITAL DE VILQUE CHICO,MUNICIPALIDAD DISTRITAL DE VILQUE CHICO,2023,.86836147,.82796502,.83333331,2071455,1798771.75,1874097.09,1856790.2,15,2501863,18
MUNICIPALIDAD DISTRITAL DE VILQUE CHICO,MUNICIPALIDAD DISTRITAL DE VILQUE CHICO,2024,.72258317,.68063319,.80000001,2285160,1651218.13,2032422.92,1671835.29,20,3357403,25
MUNICIPALIDAD DISTRITAL DE VINCHOS,MUNICIPALIDAD DISTRITAL DE VINCHOS,2022,.85853285,.60055196,.73228347,20082439,17241433.63,17637872.05,17277294.96,93,33439968,127
MUNICIPALIDAD DISTRITAL DE VINCHOS,MUNICIPALIDAD DISTRITAL DE VINCHOS,2023,.59889227,.563968,.75471699,22286385,13347143.16,18446968.23,13450505.03,40,39517107,53
MUNICIPALIDAD DISTRITAL DE VINCHOS,MUNICIPALIDAD DISTRITAL DE VINCHOS,2024,.64276493,.6403901,.72619045,19782791,12715684.34,19321805.95999999,13688609.21,61,30891781,84
MUNICIPALIDAD DISTRITAL DE VIQUES,MUNICIPALIDAD DISTRITAL DE VIQUES,2022,.56826556,.057224531,.79310346,778954,442652.72,710443.5599999999,608475.6,23,13612239,29
MUNICIPALIDAD DISTRITAL DE VIQUES,MUNICIPALIDAD DISTRITAL DE VIQUES,2023,.89762598,.17076568,.63999999,593318,532577.67,543775.97,543775.97,16,3474457,25
MUNICIPALIDAD DISTRITAL DE VIQUES,MUNICIPALIDAD DISTRITAL DE VIQUES,2024,.51819026,.077138349,.44444445,138838,71944.5,93944.5,93944.5,4,1799857,9
MUNICIPALIDAD DISTRITAL DE VIRACO,MUNICIPALIDAD DISTRITAL DE VIRACO,2022,.49150065,.086275712,.6875,872655,428910.5,641460.5599999999,428910.5,11,10114724,16
MUNICIPALIDAD DISTRITAL DE VIRACO,MUNICIPALIDAD DISTRITAL DE VIRACO,2023,.96600097,.22214313,.69999999,1253154,1210547.99,1242605.71,1227484.77,14,5641201,20
MUNICIPALIDAD DISTRITAL DE VIRACO,MUNICIPALIDAD DISTRITAL DE VIRACO,2024,.77300513,.32374713,.60869563,452862,350064.65,350064.65,350064.65,14,1398814,23
MUNICIPALIDAD DISTRITAL DE VIRUNDO,MUNICIPALIDAD DISTRITAL DE VIRUNDO,2022,.59667879,.55791789,.75,907786,541656.6799999999,647201.9399999999,647190.9399999999,9,1627096,12
MUNICIPALIDAD DISTRITAL DE VIRUNDO,MUNICIPALIDAD DISTRITAL DE VIRUNDO,2023,.4894214,.99988943,.8888889,379847,185905.25,250060.25,185905.25,8,379889,9
MUNICIPALIDAD DISTRITAL DE VIRUNDO,MUNICIPALIDAD DISTRITAL DE VIRUNDO,2024,.41898793,.32225218,.55555558,495523,207618.16,224138.5,221803.5,5,1537687,9
MUNICIPALIDAD DISTRITAL DE VISCHONGO,MUNICIPALIDAD DISTRITAL DE VISCHONGO,2022,.65850711,.96835285,.72222221,4324843,2847939.74,3979108.2,3973131.75,13,4466185,18
MUNICIPALIDAD DISTRITAL DE VISCHONGO,MUNICIPALIDAD DISTRITAL DE VISCHONGO,2023,.91656554,.9149186,.69999999,1891758,1733920.17,1764454.9,1733921.9,7,2067679,10
MUNICIPALIDAD DISTRITAL DE VISCHONGO,MUNICIPALIDAD DISTRITAL DE VISCHONGO,2024,.86633891,.077215187,.56521738,661514,573095.3,635480,602282.8,13,8567149,23
MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE,MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE,2022,.56840837,.9617396,.94413406,131393310,74685057.59,120200348.84,82194817.24000002,169,136620467,179
MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE,MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE,2023,.51163042,.98337728,.95321637,116107066,59403907.95,107822997.95,75125453.27999999,163,118069703,171
MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE,MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE,2024,.39144742,.98355585,.96837944,152673112,59763496.1,150560275.9300001,85207709.28999999,245,155225664,253
MUNICIPALIDAD DISTRITAL DE VITIS,MUNICIPALIDAD DISTRITAL DE VITIS,2022,.99256337,.65235341,.625,317109,314750.77,314760.77,314750.77,5,486100,8
MUNICIPALIDAD DISTRITAL DE VITIS,MUNICIPALIDAD DISTRITAL DE VITIS,2023,.92533392,.58446777,.44444445,244380,226133.1,226133.1,226133.1,4,418124,9
MUNICIPALIDAD DISTRITAL DE VITIS,MUNICIPALIDAD DISTRITAL DE VITIS,2024,.32244042,.79190409,.625,166619,53724.7,89131,63242,5,210403,8
MUNICIPALIDAD DISTRITAL DE VITOC,MUNICIPALIDAD DISTRITAL DE VITOC,2022,.88128334,.88104987,.85000002,1640625,1445855.48,1577489.17,1558663.95,17,1862125,20
MUNICIPALIDAD DISTRITAL DE VITOC,MUNICIPALIDAD DISTRITAL DE VITOC,2023,.89601737,.83111417,.82352942,926876,830497.02,848823.04,848823.04,14,1115221,17
MUNICIPALIDAD DISTRITAL DE VITOC,MUNICIPALIDAD DISTRITAL DE VITOC,2024,.78817457,.97476596,.94444442,1129704,890403.96,1055245.26,949873.26,17,1158949,18
MUNICIPALIDAD DISTRITAL DE VITOR,MUNICIPALIDAD DISTRITAL DE VITOR,2022,.88700581,.77926701,.83333331,14817425,13143141.83,14551935.92,14510786.59,25,19014567,30
MUNICIPALIDAD DISTRITAL DE VITOR,MUNICIPALIDAD DISTRITAL DE VITOR,2023,.72860926,.16341029,.88,6125867,4463363.52,5706503.77,5032264.72,22,37487645,25
MUNICIPALIDAD DISTRITAL DE VITOR,MUNICIPALIDAD DISTRITAL DE VITOR,2024,.63187391,.25341877,.88,8854611,5594997.51,8098819.689999999,7174489.620000001,22,34940629,25
MUNICIPALIDAD DISTRITAL DE VIZCATAN DEL ENE,MUNICIPALIDAD DISTRITAL DE VIZCATAN DEL ENE,2022,.73007363,.95139861,.91176468,4472619,3265341.21,3485469.74,3335857.420000001,31,4701099,34
MUNICIPALIDAD DISTRITAL DE VIZCATAN DEL ENE,MUNICIPALIDAD DISTRITAL DE VIZCATAN DEL ENE,2023,.51292986,.99509382,.89999998,4273323,2191914.85,2805215.08,2210098.01,9,4294392,10
MUNICIPALIDAD DISTRITAL DE VIZCATAN DEL ENE,MUNICIPALIDAD DISTRITAL DE VIZCATAN DEL ENE,2024,.2618089,.77158839,.77777779,8844547,2315581.08,3154058.8,2822507.8,14,11462779,18
MUNICIPALIDAD DISTRITAL DE VIÑAC,MUNICIPALIDAD DISTRITAL DE VIÑAC,2022,.99962908,.82923114,.86666667,1708236,1707602.39,1707602.49,1707602.39,26,2060024,30
MUNICIPALIDAD DISTRITAL DE VIÑAC,MUNICIPALIDAD DISTRITAL DE VIÑAC,2023,.58544511,.84103179,.88235295,1218280,713236.0700000001,781280.42,778686.0699999999,15,1448554,17
MUNICIPALIDAD DISTRITAL DE VIÑAC,MUNICIPALIDAD DISTRITAL DE VIÑAC,2024,.33029836,.92292786,.66666669,810219,267614,267614,267614,12,877879,18
MUNICIPALIDAD DISTRITAL DE WANCHAQ,MUNICIPALIDAD DISTRITAL DE WANCHAQ,2022,.50460982,.54661691,.87096775,10621674,5359801.06,5434765.45,5415997.94,27,19431661,31
MUNICIPALIDAD DISTRITAL DE WANCHAQ,MUNICIPALIDAD DISTRITAL DE WANCHAQ,2023,.54673541,.79787928,.875,19080211,10431826.59,12972806.57,11623612.52,35,23913657,40
MUNICIPALIDAD DISTRITAL DE WANCHAQ,MUNICIPALIDAD DISTRITAL DE WANCHAQ,2024,.79146701,.83066779,.88461536,21075761,16680769.92,20184306.15,16937607.26,23,25372069,26
MUNICIPALIDAD DISTRITAL DE YACUS,MUNICIPALIDAD DISTRITAL DE YACUS,2022,.93233347,.63251454,.76666665,1071417,998917.91,998920.1899999999,998917.91,23,1693901,30
MUNICIPALIDAD DISTRITAL DE YACUS,MUNICIPALIDAD DISTRITAL DE YACUS,2023,.86840463,.7834847,.82608694,962793,836093.92,853155.0700000001,849480.0700000001,19,1228860,23
MUNICIPALIDAD DISTRITAL DE YACUS,MUNICIPALIDAD DISTRITAL DE YACUS,2024,.59303731,.83214468,.6875,967141,573550.6699999999,858117.59,735463.74,11,1162227,16
MUNICIPALIDAD DISTRITAL DE YAGUAS,MUNICIPALIDAD DISTRITAL DE YAGUAS,2022,1,.02423287,.44444445,105290,105290,105290,105290,4,4344925,9
MUNICIPALIDAD DISTRITAL DE YAGUAS,MUNICIPALIDAD DISTRITAL DE YAGUAS,2023,.99825245,.0051552304,.40000001,51500,51410,51410,51410,2,9989854,5
MUNICIPALIDAD DISTRITAL DE YAGUAS,MUNICIPALIDAD DISTRITAL DE YAGUAS,2024,.80714983,.38811699,.5625,276819,223434.4,243434.4,243434.4,9,713236,16
MUNICIPALIDAD DISTRITAL DE YAMANGO,MUNICIPALIDAD DISTRITAL DE YAMANGO,2022,.98334587,.10903013,.8125,3049171,2998389.69,3022748.12,3022512.84,26,27966316,32
MUNICIPALIDAD DISTRITAL DE YAMANGO,MUNICIPALIDAD DISTRITAL DE YAMANGO,2023,.76623827,.097426772,.54166669,1970988,1510246.48,1588025.69,1588025.69,13,20230456,24
MUNICIPALIDAD DISTRITAL DE YAMANGO,MUNICIPALIDAD DISTRITAL DE YAMANGO,2024,.84579122,.060749166,.45454547,2201449,1861966.2,2201442.45,1915914.19,15,36238341,33
MUNICIPALIDAD DISTRITAL DE YAMBRASBAMBA,MUNICIPALIDAD DISTRITAL DE YAMBRASBAMBA,2022,.99425459,.11414069,.7352941,1981101,1969718.72,1980681.66,1969718.72,25,17356659,34
MUNICIPALIDAD DISTRITAL DE YAMBRASBAMBA,MUNICIPALIDAD DISTRITAL DE YAMBRASBAMBA,2023,.91592872,.058963832,.56,945363,865885.15,889360.2499999999,866635.15,14,16032930,25
MUNICIPALIDAD DISTRITAL DE YAMBRASBAMBA,MUNICIPALIDAD DISTRITAL DE YAMBRASBAMBA,2024,.82817048,.082406357,.47368422,851140,704889,706896,706896,9,10328572,19
MUNICIPALIDAD DISTRITAL DE YAMON,MUNICIPALIDAD DISTRITAL DE YAMON,2022,.73259461,.061417207,.6875,863157,632344.14,822595.2,632344.14,11,14053993,16
MUNICIPALIDAD DISTRITAL DE YAMON,MUNICIPALIDAD DISTRITAL DE YAMON,2023,.087841861,.20360577,.46153846,3418469,300284.68,477202.08,300284.68,6,16789647,13
MUNICIPALIDAD DISTRITAL DE YAMON,MUNICIPALIDAD DISTRITAL DE YAMON,2024,.56701213,.43628946,.44444445,6369563,3611619.48,6253820.33,6231420.33,4,14599397,9
MUNICIPALIDAD DISTRITAL DE YANAC,MUNICIPALIDAD DISTRITAL DE YANAC,2022,.99103796,.2088154,.89999998,775711,768759.0700000001,768759.0700000001,768759.0700000001,9,3714817,10
MUNICIPALIDAD DISTRITAL DE YANAC,MUNICIPALIDAD DISTRITAL DE YANAC,2023,.74264991,.081472635,.81818181,505364,375308.54,439768.02,375308.54,9,6202868,11
MUNICIPALIDAD DISTRITAL DE YANAC,MUNICIPALIDAD DISTRITAL DE YANAC,2024,.89002568,.058079064,.8888889,343562,305779.01,336879.01,336879.01,8,5915419,9
MUNICIPALIDAD DISTRITAL DE YANACA,MUNICIPALIDAD DISTRITAL DE YANACA,2022,.84923303,.99110097,.90476191,1814246,1540717.63,1543667.46,1540717.63,19,1830536,21
MUNICIPALIDAD DISTRITAL DE YANACA,MUNICIPALIDAD DISTRITAL DE YANACA,2023,.60591668,1,1,1159944,702829.4199999999,739679.4299999999,736846.1,9,1159944,9
MUNICIPALIDAD DISTRITAL DE YANACA,MUNICIPALIDAD DISTRITAL DE YANACA,2024,.56568974,.56202906,.60000002,1589734,899296.25,1222962.15,903296.25,6,2828562,10
MUNICIPALIDAD DISTRITAL DE YANACANCHA,MUNICIPALIDAD DISTRITAL DE YANACANCHA,2022,.39306754,.52376229,.79591835,18224844,7163594.609999999,17304402.84,7645530.48,78,34796022,98
MUNICIPALIDAD DISTRITAL DE YANACANCHA,MUNICIPALIDAD DISTRITAL DE YANACANCHA,2023,.91741377,.26211032,.77049178,5669863,5201610.29,5533251.510000001,5379083.44,47,21631589,61
MUNICIPALIDAD DISTRITAL DE YANACANCHA,MUNICIPALIDAD DISTRITAL DE YANACANCHA,2024,.96182245,.75648838,.87323946,15300197,14716072.79,14845918.6,14793976.38,62,20225290,71
MUNICIPALIDAD DISTRITAL DE YANAHUARA,MUNICIPALIDAD DISTRITAL DE YANAHUARA,2022,.74840915,.13204253,.80645162,3012284,2254420.85,2888580.45,2354184.71,25,22812984,31
MUNICIPALIDAD DISTRITAL DE YANAHUARA,MUNICIPALIDAD DISTRITAL DE YANAHUARA,2023,.93178469,.36970723,.65384614,1809552,1686112.89,1790517.14,1780923.76,17,4894554,26
MUNICIPALIDAD DISTRITAL DE YANAHUARA,MUNICIPALIDAD DISTRITAL DE YANAHUARA,2024,.93053478,.42933387,.84615386,1678613,1562007.79,1587973.48,1576007.79,33,3909808,39
MUNICIPALIDAD DISTRITAL DE YANAHUAYA,MUNICIPALIDAD DISTRITAL DE YANAHUAYA,2022,.98506486,.24272767,.91176468,1603615,1579664.76,1593525.36,1591725.76,31,6606643,34
MUNICIPALIDAD DISTRITAL DE YANAHUAYA,MUNICIPALIDAD DISTRITAL DE YANAHUAYA,2023,.70416415,.74415374,.64285713,922636,649687.1900000001,823658.59,792563.1899999999,9,1239846,14
MUNICIPALIDAD DISTRITAL DE YANAHUAYA,MUNICIPALIDAD DISTRITAL DE YANAHUAYA,2024,.89105678,.23268147,.86666667,1023526,912019.7999999999,935619.2999999999,912877.7999999999,13,4398829,15
MUNICIPALIDAD DISTRITAL DE YANAMA,MUNICIPALIDAD DISTRITAL DE YANAMA,2022,.76167101,.90923142,.86842108,4944586,3766147.919999999,4907979.310000001,3770348.319999999,33,5438204,38
MUNICIPALIDAD DISTRITAL DE YANAMA,MUNICIPALIDAD DISTRITAL DE YANAMA,2023,.44233742,.29824528,.72000003,3874704,1713926.59,2979320.34,2647379.58,18,12991669,25
MUNICIPALIDAD DISTRITAL DE YANAMA,MUNICIPALIDAD DISTRITAL DE YANAMA,2024,.63519788,.28154039,.7037037,3358233,2133142.57,3206500.26,2368722.1,19,11928068,27
MUNICIPALIDAD DISTRITAL DE YANAQUIHUA,MUNICIPALIDAD DISTRITAL DE YANAQUIHUA,2022,.84583151,.86691564,.95999998,9281920,7850940.18,8206366.649999999,7922233.930000001,48,10706832,50
MUNICIPALIDAD DISTRITAL DE YANAQUIHUA,MUNICIPALIDAD DISTRITAL DE YANAQUIHUA,2023,.91104192,.56651378,.97777778,5885278,5361735.04,5781834.539999999,5420247.48,44,10388588,45
MUNICIPALIDAD DISTRITAL DE YANAQUIHUA,MUNICIPALIDAD DISTRITAL DE YANAQUIHUA,2024,.82794845,.58778775,.92307693,6083844,5037109.140000001,5419808.220000001,5314355.51,48,10350410,52
MUNICIPALIDAD DISTRITAL DE YANAS,MUNICIPALIDAD DISTRITAL DE YANAS,2022,.88824761,.1497944,.8888889,540741,480311.9,514000.5499999999,482061.9,8,3609888,9
MUNICIPALIDAD DISTRITAL DE YANAS,MUNICIPALIDAD DISTRITAL DE YANAS,2023,.29685193,.082173273,.58333331,575371,170800,298000,263000,14,7001924,24
MUNICIPALIDAD DISTRITAL DE YANAS,MUNICIPALIDAD DISTRITAL DE YANAS,2024,.13187097,.040583216,.40000001,401908,53000,150247.54,70356,4,9903306,10
MUNICIPALIDAD DISTRITAL DE YANATILE,MUNICIPALIDAD DISTRITAL DE YANATILE,2022,.98261142,.83298665,.92753625,14168529,13922158.08,14024731.91,13922602.73,64,17009311,69
MUNICIPALIDAD DISTRITAL DE YANATILE,MUNICIPALIDAD DISTRITAL DE YANATILE,2023,.89576215,.65629834,.93023258,14377544,12878859.55,13082744.56,13054418.26,40,21907024,43
MUNICIPALIDAD DISTRITAL DE YANATILE,MUNICIPALIDAD DISTRITAL DE YANATILE,2024,.57670796,.65116704,.86046511,14560071,8396909.26,14365847.5,8839191.27,37,22359963,43
MUNICIPALIDAD DISTRITAL DE YANQUE,MUNICIPALIDAD DISTRITAL DE YANQUE,2022,.85062927,.59397024,.77777779,4596928,3910281.44,4310228.95,4292076.32,21,7739324,27
MUNICIPALIDAD DISTRITAL DE YANQUE,MUNICIPALIDAD DISTRITAL DE YANQUE,2023,.72557157,.70224643,.875,2339470,1697452.96,1898357.46,1798528.02,21,3331409,24
MUNICIPALIDAD DISTRITAL DE YANQUE,MUNICIPALIDAD DISTRITAL DE YANQUE,2024,.50415492,.97809505,.92000002,1870239,942890.15,1225967.69,950890.15,23,1912124,25
MUNICIPALIDAD DISTRITAL DE YANTALO,MUNICIPALIDAD DISTRITAL DE YANTALO,2022,.98113543,.9692384,.80000001,786977,772131,782116,772131,8,811954,10
MUNICIPALIDAD DISTRITAL DE YANTALO,MUNICIPALIDAD DISTRITAL DE YANTALO,2023,.86478788,.84752786,.72727275,600554,519351.81,534047,524363,8,708595,11
MUNICIPALIDAD DISTRITAL DE YANTALO,MUNICIPALIDAD DISTRITAL DE YANTALO,2024,.95831215,.94223446,.875,556821,533608.3300000001,551440.87,543108.3300000001,7,590958,8
MUNICIPALIDAD DISTRITAL DE YAQUERANA,MUNICIPALIDAD DISTRITAL DE YAQUERANA,2022,.94056755,.083387673,.80000001,648227,609701.28,618550,609701.28,12,7773655,15
MUNICIPALIDAD DISTRITAL DE YAQUERANA,MUNICIPALIDAD DISTRITAL DE YAQUERANA,2023,.82914358,.086648144,.33333334,676160,560633.72,594595.04,562597.3200000001,3,7803514,9
MUNICIPALIDAD DISTRITAL DE YAQUERANA,MUNICIPALIDAD DISTRITAL DE YAQUERANA,2024,.8765325,.26532501,.21428572,1563098,1370106.15,1481968.01,1455061.59,3,5891258,14
MUNICIPALIDAD DISTRITAL DE YARABAMBA,MUNICIPALIDAD DISTRITAL DE YARABAMBA,2022,.21502197,.99983978,.99065423,304250912,65420629.90000001,133514825.18,109175019.56,106,304299673,107
MUNICIPALIDAD DISTRITAL DE YARABAMBA,MUNICIPALIDAD DISTRITAL DE YARABAMBA,2023,.66049165,.99968898,.99122804,98311755,64934092.69000001,95891710.97999993,65252120.40000001,113,98342341,114
MUNICIPALIDAD DISTRITAL DE YARABAMBA,MUNICIPALIDAD DISTRITAL DE YARABAMBA,2024,.58309007,1,1,117602493,68572848.49000001,95943133.34,68842104.47000001,123,117602493,123
MUNICIPALIDAD DISTRITAL DE YARINACOCHA,MUNICIPALIDAD DISTRITAL DE YARINACOCHA,2022,.81476462,.94357485,.89999998,15696024,12788564.89,15623290.22,13075771.89,27,16634636,30
MUNICIPALIDAD DISTRITAL DE YARINACOCHA,MUNICIPALIDAD DISTRITAL DE YARINACOCHA,2023,.56674087,.95140362,.89393938,25207605,14286179.34,23368686.35,16468393.04,59,26495175,66
MUNICIPALIDAD DISTRITAL DE YARINACOCHA,MUNICIPALIDAD DISTRITAL DE YARINACOCHA,2024,.94869274,.84414881,.9245283,19271917,18283127.65,19271905.21,19055770.29,49,22829999,53
MUNICIPALIDAD DISTRITAL DE YARUMAYO,MUNICIPALIDAD DISTRITAL DE YARUMAYO,2022,.89818829,.059184801,.60000002,698653,627521.9300000001,666668.73,636021.9300000001,9,11804602,15
MUNICIPALIDAD DISTRITAL DE YARUMAYO,MUNICIPALIDAD DISTRITAL DE YARUMAYO,2023,.73327196,.11286582,.77777779,421715,309231.79,414680.96,377235.74,7,3736428,9
MUNICIPALIDAD DISTRITAL DE YARUMAYO,MUNICIPALIDAD DISTRITAL DE YARUMAYO,2024,.2719411,.11839886,.66666669,544061,147952.54,359983.68,169377.71,10,4595154,15
MUNICIPALIDAD DISTRITAL DE YAUCA,MUNICIPALIDAD DISTRITAL DE YAUCA,2022,.92020839,.16218051,.86363637,2441799,2246963.96,2318034.72,2279534.26,19,15056056,22
MUNICIPALIDAD DISTRITAL DE YAUCA,MUNICIPALIDAD DISTRITAL DE YAUCA,2023,.78237802,.067556933,.53846157,1237675,968329.7099999998,1039337.71,968329.7099999998,7,18320474,13
MUNICIPALIDAD DISTRITAL DE YAUCA,MUNICIPALIDAD DISTRITAL DE YAUCA,2024,.81659114,.38623753,.66666669,1689513,1379641.37,1680715.98,1379641.37,12,4374285,18
MUNICIPALIDAD DISTRITAL DE YAUCA DEL ROSARIO,MUNICIPALIDAD DISTRITAL DE YAUCA DEL ROSARIO,2022,.85571611,.53347254,.83333331,2986301,2555425.910000001,2934982.92,2690612.44,35,5597853,42
MUNICIPALIDAD DISTRITAL DE YAUCA DEL ROSARIO,MUNICIPALIDAD DISTRITAL DE YAUCA DEL ROSARIO,2023,.69991577,1,1,2229955,1560780.6,1689040.51,1596405.75,17,2229955,17
MUNICIPALIDAD DISTRITAL DE YAUCA DEL ROSARIO,MUNICIPALIDAD DISTRITAL DE YAUCA DEL ROSARIO,2024,.50788295,.14288709,.7037037,1143433,580730.14,1119768.16,645086.24,19,8002354,27
MUNICIPALIDAD DISTRITAL DE YAULI,MUNICIPALIDAD DISTRITAL DE YAULI,2022,.69709301,.60867465,.81818181,38874006,27098797.22,37430194.77999999,32918517.91,108,63866645,132
MUNICIPALIDAD DISTRITAL DE YAULI,MUNICIPALIDAD DISTRITAL DE YAULI,2023,.64621657,.87034214,.84745765,38530387,24898974.33,36380413.33,25706709.59,100,44270392,118
MUNICIPALIDAD DISTRITAL DE YAULI,MUNICIPALIDAD DISTRITAL DE YAULI,2024,.68274605,.72480184,.80000001,32194384,21980588.36,30929809.39999999,28581393.89999999,88,44418189,110
MUNICIPALIDAD DISTRITAL DE YAURISQUE,MUNICIPALIDAD DISTRITAL DE YAURISQUE,2022,.77863187,.69364333,.75,3301136,2570369.7,2926041.8,2639291.16,21,4759126,28
MUNICIPALIDAD DISTRITAL DE YAURISQUE,MUNICIPALIDAD DISTRITAL DE YAURISQUE,2023,.910065,.83848047,.89999998,2948188,2683042.69,2746142.69,2746142.69,18,3516108,20
MUNICIPALIDAD DISTRITAL DE YAURISQUE,MUNICIPALIDAD DISTRITAL DE YAURISQUE,2024,.76354373,.44118661,.71428573,1958291,1495240.79,1495240.79,1495240.79,20,4438691,28
MUNICIPALIDAD DISTRITAL DE YAUTAN,MUNICIPALIDAD DISTRITAL DE YAUTAN,2022,.66701055,.7093606,.75999999,12624116,8420418.41,12304600.04,8598549.119999999,57,17796472,75
MUNICIPALIDAD DISTRITAL DE YAUTAN,MUNICIPALIDAD DISTRITAL DE YAUTAN,2023,.45727178,.83597076,.8108108,10582034,4838865.43,9583633.500000002,6253454.42,30,12658378,37
MUNICIPALIDAD DISTRITAL DE YAUTAN,MUNICIPALIDAD DISTRITAL DE YAUTAN,2024,.71679103,.87733501,.75925928,10172004,7291201.33,9640321.830000002,7400790.82,41,11594207,54
MUNICIPALIDAD DISTRITAL DE YAUYA,MUNICIPALIDAD DISTRITAL DE YAUYA,2022,.43407446,.49543551,.92105263,11444317,4967685.84,10400662.94,4967685.84,35,23099509,38
MUNICIPALIDAD DISTRITAL DE YAUYA,MUNICIPALIDAD DISTRITAL DE YAUYA,2023,.37179023,.31151041,.90909094,11884045,4418371.899999999,8355670.689999999,4418371.899999999,30,38149753,33
MUNICIPALIDAD DISTRITAL DE YAUYA,MUNICIPALIDAD DISTRITAL DE YAUYA,2024,.76610082,.36557126,.83870965,9696310,7428351.2,9555156.939999999,7985535.78,26,26523720,31
MUNICIPALIDAD DISTRITAL DE YAUYOS,MUNICIPALIDAD DISTRITAL DE YAUYOS,2022,.96280944,.52807617,.79166669,1655242,1593682.65,1603397.72,1596162.52,19,3134476,24
MUNICIPALIDAD DISTRITAL DE YAUYOS,MUNICIPALIDAD DISTRITAL DE YAUYOS,2023,.50090909,.43777183,.51724136,1287824,645082.76,712403.52,688573.22,15,2941770,29
MUNICIPALIDAD DISTRITAL DE YAUYOS,MUNICIPALIDAD DISTRITAL DE YAUYOS,2024,.63373184,.72707283,.66666669,1535620,973171.3200000001,1083032.8,1037259.06,16,2112058,24
MUNICIPALIDAD DISTRITAL DE YAUYUCAN,MUNICIPALIDAD DISTRITAL DE YAUYUCAN,2022,.82475382,.14106146,.76923078,888771,733017.26,746122.61,743757.26,10,6300594,13
MUNICIPALIDAD DISTRITAL DE YAUYUCAN,MUNICIPALIDAD DISTRITAL DE YAUYUCAN,2023,.54195327,.058394607,.375,437499,237104,247104,237104,3,7492113,8
MUNICIPALIDAD DISTRITAL DE YAUYUCAN,MUNICIPALIDAD DISTRITAL DE YAUYUCAN,2024,.60109109,.049969386,.42857143,366925,220555.34,220555.34,220555.34,3,7342996,7
MUNICIPALIDAD DISTRITAL DE YAVARI,MUNICIPALIDAD DISTRITAL DE YAVARI,2022,.94193298,1,1,3568081,3360893.06,3461006.099999999,3438127.1,31,3568081,31
MUNICIPALIDAD DISTRITAL DE YAVARI,MUNICIPALIDAD DISTRITAL DE YAVARI,2023,.63121003,1,1,3184529,2010106.66,2089414.66,2010106.66,17,3184529,17
